accession	target_id	is_query_self	full_evalue	full_score	full_bias	domain_rows	reported_domain_count	best_domain_evalue	best_domain_score	query_length	target_length	query_union_aligned_residues	target_union_aligned_residues	query_coverage	target_coverage	reviewed	entry_name	protein_names	gene_names	organism	organism_id	metadata_length
A0ABW6C1B2	tr|A0ABW6C1B2|A0ABW6C1B2_9BACT	no	1.9e-22	77.9	0.0	1	1	2.4e-22	77.6	251	258	186	180	0.7410	0.6977	unreviewed	A0ABW6C1B2_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFS7Z_22095	Pontibacter toksunensis	1332631	258
A0A238W2Y7	tr|A0A238W2Y7|A0A238W2Y7_HALVU	no	2.3e-22	77.7	0.0	1	1	1.1e-21	75.4	251	271	245	266	0.9761	0.9815	unreviewed	A0A238W2Y7_HALVU	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN06264855_10557	Halorubrum vacuolatum (Natronobacterium vacuolatum)	63740	271
A0A3M9MRL2	tr|A0A3M9MRL2|A0A3M9MRL2_9BACT	no	2.3e-22	77.7	0.0	1	1	3.2e-22	77.2	251	258	185	178	0.7371	0.6899	unreviewed	A0A3M9MRL2_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EFA69_18935	Rufibacter immobilis	1348778	258
A0ABW5CXE5	tr|A0ABW5CXE5|A0ABW5CXE5_9BACT	no	2.5e-22	77.6	0.0	1	1	2.6e-22	77.5	251	258	185	179	0.7371	0.6938	unreviewed	A0ABW5CXE5_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFSKP_12770	Pontibacter ruber	1343895	258
A0A3D8LEM1	tr|A0A3D8LEM1|A0A3D8LEM1_9BACT	no	2.5e-22	77.6	0.0	1	1	3.1e-22	77.3	251	258	186	180	0.7410	0.6977	unreviewed	A0A3D8LEM1_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	DXT99_07570	Pontibacter diazotrophicus	1400979	258
A0ABS0IHQ4	tr|A0ABS0IHQ4|A0ABS0IHQ4_9BACT	no	2.5e-22	77.5	0.0	1	1	3.8e-22	77.0	251	256	186	179	0.7410	0.6992	unreviewed	A0ABS0IHQ4_9BACT	SAM-dependent chlorinase/fluorinase	I2I05_10790	Hymenobacter jeongseonensis	2791027	256
A0A1H4BK72	tr|A0A1H4BK72|A0A1H4BK72_9BACT	no	2.8e-22	77.4	0.0	1	1	3.7e-22	77.0	251	285	187	183	0.7450	0.6421	unreviewed	A0A1H4BK72_9BACT	SAM-dependent chlorinase/fluorinase	SAMN05192529_12230	Arachidicoccus rhizosphaerae	551991	285
A0ABT1EH93	tr|A0ABT1EH93|A0ABT1EH93_9FIRM	no	2.9e-22	77.3	0.1	1	1	3.6e-22	77.0	251	281	196	205	0.7809	0.7295	unreviewed	A0ABT1EH93_9FIRM	SAM-dependent chlorinase/fluorinase	NK118_07375	Ohessyouella blattaphilus	2949333	281
A0ABZ0UID8	tr|A0ABZ0UID8|A0ABZ0UID8_9FIRM	no	3e-22	77.3	0.1	1	1	3.7e-22	77.0	251	278	194	200	0.7729	0.7194	unreviewed	A0ABZ0UID8_9FIRM	5'-fluoro-5'-deoxy-adenosine synthase (EC 2.5.1.63)	flA_1 BLCOC_48290	Blautia producta	33035	278
A0A6P1NY96	tr|A0A6P1NY96|A0A6P1NY96_9BACT	no	3e-22	77.3	0.0	1	1	4.5e-22	76.7	251	258	185	178	0.7371	0.6899	unreviewed	A0A6P1NY96_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	GU926_05490	Nibribacter ruber	2698458	258
A0A150XD23	tr|A0A150XD23|A0A150XD23_9BACT	no	3.3e-22	77.2	0.0	1	1	4.3e-22	76.8	251	255	187	181	0.7450	0.7098	unreviewed	A0A150XD23_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	AWN68_06245	Roseivirga echinicomitans	296218	255
A0A243WA78	tr|A0A243WA78|A0A243WA78_9BACT	no	3.3e-22	77.1	0.0	1	1	4.9e-22	76.6	251	262	233	234	0.9283	0.8931	unreviewed	A0A243WA78_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	BXP70_17965	Hymenobacter crusticola	1770526	262
A0ABS8PKA8	tr|A0ABS8PKA8|A0ABS8PKA8_9BACT	no	3.4e-22	77.1	0.4	1	1	6.7e-22	76.1	251	275	239	245	0.9522	0.8909	unreviewed	A0ABS8PKA8_9BACT	SAM-dependent chlorinase/fluorinase	LQ567_02085	Niabella pedocola	1752077	275
A0A4Z0P713	tr|A0A4Z0P713|A0A4Z0P713_9BACT	no	3.4e-22	77.1	0.0	1	1	4.7e-22	76.7	251	258	185	179	0.7371	0.6938	unreviewed	A0A4Z0P713_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EU556_10780	Hymenobacter fodinae	2510796	258
A0A5C6RTW9	tr|A0A5C6RTW9|A0A5C6RTW9_9BACT	no	3.5e-22	77.1	0.0	1	1	4.2e-22	76.8	251	257	185	179	0.7371	0.6965	unreviewed	A0A5C6RTW9_9BACT	SAM-dependent chlorinase/fluorinase	FRY97_06090	Phaeodactylibacter luteus	1564516	257
A0A5R8WHE1	tr|A0A5R8WHE1|A0A5R8WHE1_9BACT	no	3.6e-22	77.0	0.0	1	1	4.6e-22	76.7	251	257	185	179	0.7371	0.6965	unreviewed	A0A5R8WHE1_9BACT	SAM-dependent chlorinase/fluorinase	FDY95_25850	Hymenobacter jeollabukensis	2025313	257
A0A5B8UFE6	tr|A0A5B8UFE6|A0A5B8UFE6_9BACT	no	3.7e-22	77.0	0.1	1	1	6e-22	76.3	251	275	239	245	0.9522	0.8909	unreviewed	A0A5B8UFE6_9BACT	SAM-dependent chlorinase/fluorinase	FSB75_04490	Flavisolibacter ginsenosidimutans	661481	275
A0A3R9MC20	tr|A0A3R9MC20|A0A3R9MC20_9BACT	no	3.9e-22	76.9	0.0	1	1	5.9e-22	76.3	251	256	212	215	0.8446	0.8398	unreviewed	A0A3R9MC20_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EI293_15100	Hymenobacter perfusus	1236770	256
A0A0C1LB28	tr|A0A0C1LB28|A0A0C1LB28_9BACT	no	3.9e-22	76.9	0.0	1	1	5.9e-22	76.3	251	273	238	244	0.9482	0.8938	unreviewed	A0A0C1LB28_9BACT	SAM-dependent chlorinase/fluorinase	OI18_21305	Flavihumibacter solisilvae	1349421	273
F2ID04	tr|F2ID04|F2ID04_FLUTR	no	4e-22	76.9	0.3	1	1	5.1e-22	76.5	251	282	185	187	0.7371	0.6631	unreviewed	F2ID04_FLUTR	Adenosyl-chloride synthase	Fluta_2412	Fluviicola taffensis (strain DSM 16823 / NCIMB 13979 / RW262)	755732	282
A0ABU0W6D8	tr|A0ABU0W6D8|A0ABU0W6D8_9GAMM	no	4e-22	76.9	0.0	1	1	5.2e-22	76.5	251	241	239	230	0.9522	0.9544	unreviewed	A0ABU0W6D8_9GAMM	SAM-dependent chlorinase/fluorinase	RBH19_06730	Natronospira bacteriovora	3069753	241
A0A1V2IAP5	tr|A0A1V2IAP5|A0A1V2IAP5_9ACTN	no	4.2e-22	76.8	0.0	2	2	2.3e-15	54.7	251	323	179	182	0.7131	0.5635	unreviewed	A0A1V2IAP5_9ACTN	SAM-dependent chlorinase/fluorinase	BL253_15195	Pseudofrankia asymbiotica	1834516	323
L0H0F5	tr|L0H0F5|L0H0F5_9GAMM	no	4.2e-22	76.8	0.0	1	1	5.4e-22	76.5	251	253	244	236	0.9721	0.9328	unreviewed	L0H0F5_9GAMM	SAM-dependent chlorinase/fluorinase	Thimo_2832	Thioflavicoccus mobilis 8321	765912	253
A0A246FIU1	tr|A0A246FIU1|A0A246FIU1_9BACT	no	4.3e-22	76.8	0.0	1	1	6.2e-22	76.3	251	256	225	228	0.8964	0.8906	unreviewed	A0A246FIU1_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	CDA63_14320	Hymenobacter amundsenii	2006685	256
A0A4Z0QHI0	tr|A0A4Z0QHI0|A0A4Z0QHI0_9BACT	no	5e-22	76.6	0.0	1	1	6.7e-22	76.2	251	256	185	177	0.7371	0.6914	unreviewed	A0A4Z0QHI0_9BACT	SAM-dependent chlorinase/fluorinase	E5K02_08755	Hymenobacter metallicola	2563114	256
A0ABV1DCZ8	tr|A0ABV1DCZ8|A0ABV1DCZ8_9CLOT	no	5.2e-22	76.5	0.0	1	1	1.2e-21	75.4	251	285	188	194	0.7490	0.6807	unreviewed	A0ABV1DCZ8_9CLOT	SAM-dependent chlorinase/fluorinase	WMQ36_25175	Clostridium pacaense	1917870	285
A0A2A2FJT2	tr|A0A2A2FJT2|A0A2A2FJT2_9EURY	no	5.2e-22	76.5	0.0	2	2	1.1e-09	36.2	251	287	220	241	0.8765	0.8397	unreviewed	A0A2A2FJT2_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	CK500_05145	Halorubrum salipaludis	2032630	287
A0ABQ3YJN7	tr|A0ABQ3YJN7|A0ABQ3YJN7_9ACTN	no	5.3e-22	76.5	0.0	2	2	2.3e-10	38.4	251	287	181	185	0.7211	0.6446	unreviewed	A0ABQ3YJN7_9ACTN	Fluorinase (EC 2.5.1.63)	Ade02nite_88620	Paractinoplanes deccanensis	113561	287
A0A6M6BJ57	tr|A0A6M6BJ57|A0A6M6BJ57_9BACT	no	5.4e-22	76.5	0.0	1	1	7.6e-22	76.0	251	258	185	179	0.7371	0.6938	unreviewed	A0A6M6BJ57_9BACT	SAM-dependent chlorinase/fluorinase	HMJ29_13245	Hymenobacter taeanensis	2735321	258
A0A4Z0MSU4	tr|A0A4Z0MSU4|A0A4Z0MSU4_9BACT	no	5.5e-22	76.4	0.0	1	1	7.9e-22	75.9	251	258	185	179	0.7371	0.6938	unreviewed	A0A4Z0MSU4_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EU557_02510	Hymenobacter wooponensis	1525360	258
A0ABD5TJI8	tr|A0ABD5TJI8|A0ABD5TJI8_9EURY	no	5.7e-22	76.4	0.0	1	1	2.8e-21	74.1	251	277	240	257	0.9562	0.9278	unreviewed	A0ABD5TJI8_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFQFD_17295	Halobaculum halobium	3032281	277
W0DWX1	tr|W0DWX1|W0DWX1_MARPU	no	5.9e-22	76.3	0.0	1	1	7.7e-22	76.0	251	247	248	235	0.9880	0.9514	unreviewed	W0DWX1_MARPU	SAM-dependent chlorinase/fluorinase	MARPU_03850	Marichromatium purpuratum 984	765910	247
A0ABS0KW42	tr|A0ABS0KW42|A0ABS0KW42_9BACT	no	5.9e-22	76.3	0.0	1	1	8.4e-22	75.8	251	256	218	220	0.8685	0.8594	unreviewed	A0ABS0KW42_9BACT	SAM-dependent chlorinase/fluorinase	I5L79_00775	Hymenobacter guriensis	2793065	256
W4VJ38	tr|W4VJ38|W4VJ38_9BACI	no	5.9e-22	76.3	0.0	1	1	6.6e-22	76.2	251	212	133	140	0.5299	0.6604	unreviewed	W4VJ38_9BACI	DNA-directed RNA polymerase subunit delta	JCM21714_2485	Gracilibacillus boraciitolerans JCM 21714	1298598	212
A0A212TLX6	tr|A0A212TLX6|A0A212TLX6_9BACT	no	6.1e-22	76.3	0.0	1	1	7.9e-22	75.9	251	258	185	179	0.7371	0.6938	unreviewed	A0A212TLX6_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN06265337_1774	Hymenobacter gelipurpurascens	89968	258
A0A291QYJ9	tr|A0A291QYJ9|A0A291QYJ9_9BACT	no	6.3e-22	76.2	0.0	1	1	8.7e-22	75.8	251	275	197	192	0.7849	0.6982	unreviewed	A0A291QYJ9_9BACT	SAM-dependent chlorinase/fluorinase	COR50_18490	Chitinophaga caeni	2029983	275
A0A2K8UDH3	tr|A0A2K8UDH3|A0A2K8UDH3_9GAMM	no	6.5e-22	76.2	0.0	1	1	1.1e-21	75.5	251	249	139	135	0.5538	0.5422	unreviewed	A0A2K8UDH3_9GAMM	SAM-dependent chlorinase/fluorinase	THSYN_23625	Candidatus Thiodictyon syntrophicum	1166950	249
A0A3P3WBD4	tr|A0A3P3WBD4|A0A3P3WBD4_9FLAO	no	6.7e-22	76.2	0.0	1	1	1e-21	75.6	251	277	186	181	0.7410	0.6534	unreviewed	A0A3P3WBD4_9FLAO	SAM-dependent chlorinase/fluorinase	EG240_06540	Paenimyroides tangerinum	2488728	277
M0PJV9	tr|M0PJV9|M0PJV9_9EURY	no	6.7e-22	76.1	0.0	2	2	2.4e-10	38.3	251	289	220	241	0.8765	0.8339	unreviewed	M0PJV9_9EURY	NAD operon protein	C461_05222	Halorubrum aidingense JCM 13560	1230454	289
A0AB35U0N2	tr|A0AB35U0N2|A0AB35U0N2_9FIRM	no	6.8e-22	76.1	0.0	1	1	5.1e-21	73.3	251	281	159	163	0.6335	0.5801	unreviewed	A0AB35U0N2_9FIRM	SAM-dependent chlorinase/fluorinase	MOZ60_02285	Grylomicrobium aquisgranense	2926318	281
A0A927BCI9	tr|A0A927BCI9|A0A927BCI9_9BACT	no	6.9e-22	76.1	0.0	1	1	9.6e-22	75.6	251	256	185	178	0.7371	0.6953	unreviewed	A0A927BCI9_9BACT	SAM-dependent chlorinase/fluorinase	IC235_06860	Hymenobacter montanus	2771359	256
A0ABR8JIJ6	tr|A0ABR8JIJ6|A0ABR8JIJ6_9BACT	no	6.9e-22	76.1	0.0	1	1	8.7e-22	75.8	251	256	185	179	0.7371	0.6992	unreviewed	A0ABR8JIJ6_9BACT	SAM-dependent chlorinase/fluorinase	IC231_10380	Hymenobacter duratus	2771356	256
A0A1M4SKC9	tr|A0A1M4SKC9|A0A1M4SKC9_9BACT	no	7e-22	76.1	0.3	1	1	1.5e-21	75.1	251	275	239	245	0.9522	0.8909	unreviewed	A0A1M4SKC9_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN02745131_00148	Flavisolibacter ginsengisoli DSM 18119	1121884	275
A0ABX1I4T6	tr|A0ABX1I4T6|A0ABX1I4T6_9GAMM	no	7.1e-22	76.1	0.0	1	1	1e-21	75.6	251	246	247	234	0.9841	0.9512	unreviewed	A0ABX1I4T6_9GAMM	SAM-dependent chlorinase/fluorinase	HF203_02680	Marichromatium bheemlicum	365339	246
A0A1H3ITF7	tr|A0A1H3ITF7|A0A1H3ITF7_9BACT	no	7.1e-22	76.1	0.0	1	1	9.6e-22	75.6	251	256	186	180	0.7410	0.7031	unreviewed	A0A1H3ITF7_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN04488069_107138	Hymenobacter psychrophilus	651662	256
A0A9W6RYZ3	tr|A0A9W6RYZ3|A0A9W6RYZ3_9ACTN	no	7.1e-22	76.1	0.0	2	2	1.5e-10	38.9	251	300	243	268	0.9681	0.8933	unreviewed	A0A9W6RYZ3_9ACTN	Fluorinase (EC 2.5.1.63)	Airi02_023080	Actinoallomurus iriomotensis	478107	300
A0A6N6RD23	tr|A0A6N6RD23|A0A6N6RD23_9FLAO	no	7.2e-22	76.0	0.0	1	1	1e-21	75.6	251	293	227	234	0.9044	0.7986	unreviewed	A0A6N6RD23_9FLAO	SAM-dependent chlorinase/fluorinase	F8C67_12975	Phaeocystidibacter luteus	911197	293
A0A7Y7U500	tr|A0A7Y7U500|A0A7Y7U500_9BACT	no	7.4e-22	76.0	0.0	1	1	1.1e-21	75.5	251	256	187	181	0.7450	0.7070	unreviewed	A0A7Y7U500_9BACT	SAM-dependent chlorinase/fluorinase	HW554_08440	Hymenobacter lapidiphilus	2608003	256
S2DXF1	tr|S2DXF1|S2DXF1_INDAL	no	8.4e-22	75.8	0.2	1	1	9.3e-22	75.7	251	239	164	159	0.6534	0.6653	unreviewed	S2DXF1_INDAL	S-adenosyl-l-methionine hydroxide adenosyltransferase	A33Q_2096	Indibacter alkaliphilus (strain CCUG 57479 / KCTC 22604 / LW1)	1189612	239
A0A2M9BN11	tr|A0A2M9BN11|A0A2M9BN11_9BACT	no	8.9e-22	75.7	0.0	1	1	1.1e-21	75.4	251	256	185	177	0.7371	0.6914	unreviewed	A0A2M9BN11_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	CLV45_0707	Hymenobacter chitinivorans DSM 11115	1121954	256
G8QZF0	tr|G8QZF0|G8QZF0_OWEHD	no	9.6e-22	75.6	0.0	1	1	1.1e-21	75.4	251	264	194	188	0.7729	0.7121	unreviewed	G8QZF0_OWEHD	SAM-dependent chlorinase/fluorinase	Oweho_1588	Owenweeksia hongkongensis (strain DSM 17368 / CIP 108786 / JCM 12287 / NRRL B-23963 / UST20020801)	926562	264
A0ABP8IZD3	tr|A0ABP8IZD3|A0ABP8IZD3_9BACT	no	9.8e-22	75.6	0.0	1	1	1.2e-21	75.3	251	257	185	179	0.7371	0.6965	unreviewed	A0ABP8IZD3_9BACT	SAM-dependent chlorinase/fluorinase	GCM10023186_21940	Hymenobacter koreensis	1084523	257
A0A7H0VGW1	tr|A0A7H0VGW1|A0A7H0VGW1_9FLAO	no	1e-21	75.5	0.0	1	1	1.3e-21	75.2	251	265	186	183	0.7410	0.6906	unreviewed	A0A7H0VGW1_9FLAO	SAM-dependent chlorinase/fluorinase	H4K34_03705	Croceimicrobium hydrocarbonivorans	2761580	265
A0A172U196	tr|A0A172U196|A0A172U196_9BACT	no	1.1e-21	75.5	0.1	1	1	1.7e-21	74.8	251	275	191	187	0.7610	0.6800	unreviewed	A0A172U196_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SY85_24310	Flavisolibacter tropicus	1492898	275
A0A3E1NIJ1	tr|A0A3E1NIJ1|A0A3E1NIJ1_9BACT	no	1.2e-21	75.3	0.0	1	1	1.9e-21	74.6	251	275	190	186	0.7570	0.6764	unreviewed	A0A3E1NIJ1_9BACT	SAM-dependent chlorinase/fluorinase	DXN05_13780	Deminuibacter soli	2291815	275
A0ABW6A8N8	tr|A0ABW6A8N8|A0ABW6A8N8_9BACT	no	1.2e-21	75.3	0.1	1	1	1.9e-21	74.7	251	272	239	245	0.9522	0.9007	unreviewed	A0ABW6A8N8_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFS6H_15430	Terrimonas rubra	1035890	272
A0A6P1DPK4	tr|A0A6P1DPK4|A0A6P1DPK4_9GAMM	no	1.2e-21	75.3	0.0	1	1	2.1e-21	74.5	251	252	184	173	0.7331	0.6865	unreviewed	A0A6P1DPK4_9GAMM	SAM-dependent chlorinase/fluorinase	G3480_01945	Thiorhodococcus mannitoliphagus	329406	252
U4THZ2	tr|U4THZ2|U4THZ2_9LACO	no	1.3e-21	75.3	0.0	1	1	1.6e-21	74.9	251	283	187	195	0.7450	0.6890	unreviewed	U4THZ2_9LACO	DNA-directed RNA polymerase subunit delta	L248_0943	Schleiferilactobacillus shenzhenensis LY-73	1231336	283
W0W999	sp|W0W999|FLA_STRSQ	no	1.4e-21	75.1	0.0	2	2	2.6e-10	38.2	251	299	186	189	0.7410	0.6321	reviewed	FLA_STRSQ	Fluorinase (EC 2.5.1.63) ((R)-S-adenosyl-L-methionine hydrolase) (EC 3.13.2.3) (Chlorinase) (EC 2.5.1.94)	flA1 SsFlA	Streptomyces sp	1931	299
A0A5D6UVK3	tr|A0A5D6UVK3|A0A5D6UVK3_9BACT	no	1.4e-21	75.1	0.0	1	1	2e-21	74.6	251	256	228	230	0.9084	0.8984	unreviewed	A0A5D6UVK3_9BACT	SAM-dependent chlorinase/fluorinase	FY528_14745	Hymenobacter lutimineralis	2606448	256
A0A923PPN8	tr|A0A923PPN8|A0A923PPN8_9BACT	no	1.4e-21	75.1	0.0	1	1	2e-21	74.6	251	259	189	181	0.7530	0.6988	unreviewed	A0A923PPN8_9BACT	SAM-dependent chlorinase/fluorinase	H9S92_09595	Neolewinella lacunae	1517758	259
A0ABT5YPG9	tr|A0ABT5YPG9|A0ABT5YPG9_9PROT	no	1.6e-21	74.9	0.0	1	1	2.7e-21	74.2	251	248	186	176	0.7410	0.7097	unreviewed	A0ABT5YPG9_9PROT	SAM-dependent chlorinase/fluorinase	P2G67_12875	Aquibaculum arenosum	3032591	248
A0A4Z0Q6R1	tr|A0A4Z0Q6R1|A0A4Z0Q6R1_9BACT	no	1.6e-21	74.9	0.0	1	1	1.9e-21	74.6	251	256	185	177	0.7371	0.6914	unreviewed	A0A4Z0Q6R1_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	E5K00_09195	Hymenobacter aquaticus	1867101	256
A0A0R2JF93	tr|A0A0R2JF93|A0A0R2JF93_9LACO	no	1.7e-21	74.9	0.0	1	1	2e-21	74.6	251	281	183	190	0.7291	0.6762	unreviewed	A0A0R2JF93_9LACO	DNA-directed RNA polymerase subunit delta	IV67_GL001075	Weissella minor	1620	281
A0ABD5QUS0	tr|A0ABD5QUS0|A0ABD5QUS0_9EURY	no	1.7e-21	74.8	0.0	2	2	2.6e-09	34.9	251	316	174	173	0.6932	0.5475	unreviewed	A0ABD5QUS0_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFPJA_14210	Halorubrum glutamatedens	2707018	316
A0A3E1EUT2	tr|A0A3E1EUT2|A0A3E1EUT2_9FLAO	no	1.7e-21	74.8	0.2	1	1	2.2e-21	74.5	251	286	185	190	0.7371	0.6643	unreviewed	A0A3E1EUT2_9FLAO	S-adenosyl-l-methionine hydroxide adenosyltransferase	DXU93_12890	Brumimicrobium aurantiacum	1737063	286
A0ABW2DQ44	tr|A0ABW2DQ44|A0ABW2DQ44_9BACT	no	1.9e-21	74.6	0.0	1	1	2.8e-21	74.1	251	259	184	177	0.7331	0.6834	unreviewed	A0ABW2DQ44_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFQHR_16210	Rufibacter roseus	1567108	259
A0ABP8GPP5	tr|A0ABP8GPP5|A0ABP8GPP5_9BACT	no	1.9e-21	74.6	0.1	1	1	3.2e-21	73.9	251	274	192	188	0.7649	0.6861	unreviewed	A0ABP8GPP5_9BACT	SAM-dependent chlorinase/fluorinase	GCM10023184_17460	Flaviaesturariibacter amylovorans	1084520	274
A0A150X8Z0	tr|A0A150X8Z0|A0A150X8Z0_9BACT	no	2e-21	74.6	0.1	1	1	2.5e-21	74.3	251	246	186	170	0.7410	0.6911	unreviewed	A0A150X8Z0_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	AWW68_10060	Roseivirga spongicola	333140	246
A0A8J7SQ16	tr|A0A8J7SQ16|A0A8J7SQ16_9PROT	no	2.3e-21	74.4	0.0	1	1	3.4e-21	73.8	251	230	186	174	0.7410	0.7565	unreviewed	A0A8J7SQ16_9PROT	SAM-dependent chlorinase/fluorinase	KAJ83_17110	Marivibrio halodurans	2039722	230
A0A1G8E8Y6	tr|A0A1G8E8Y6|A0A1G8E8Y6_9PROT	no	2.5e-21	74.3	0.0	1	1	3.1e-21	74.0	251	244	190	182	0.7570	0.7459	unreviewed	A0A1G8E8Y6_9PROT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN05421742_10973	Roseospirillum parvum	83401	244
A0A8H9J0C4	tr|A0A8H9J0C4|A0A8H9J0C4_9PSEU	no	2.6e-21	74.2	0.0	2	2	2.6e-10	38.2	251	298	184	188	0.7331	0.6309	unreviewed	A0A8H9J0C4_9PSEU	Fluorinase (EC 2.5.1.63)	GCM10017566_30260	Amycolatopsis bartoniae	941986	298
A0A3R9M704	tr|A0A3R9M704|A0A3R9M704_9BACT	no	2.7e-21	74.2	0.0	1	1	4.3e-21	73.5	251	256	186	180	0.7410	0.7031	unreviewed	A0A3R9M704_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EI290_09000	Hymenobacter metallilatus	2493666	256
A0A150XTQ4	tr|A0A150XTQ4|A0A150XTQ4_ROSEK	no	2.8e-21	74.1	0.0	1	1	3.7e-21	73.7	251	255	186	180	0.7410	0.7059	unreviewed	A0A150XTQ4_ROSEK	S-adenosyl-l-methionine hydroxide adenosyltransferase	MB14_00945	Roseivirga ehrenbergii (strain DSM 102268 / JCM 13514 / KCTC 12282 / NCIMB 14502 / KMM 6017)	279360	255
A0A1M6G2K5	tr|A0A1M6G2K5|A0A1M6G2K5_9BACT	no	2.8e-21	74.1	0.0	1	1	4.9e-21	73.3	251	253	234	234	0.9323	0.9249	unreviewed	A0A1M6G2K5_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN02745146_2087	Hymenobacter daecheongensis DSM 21074	1121955	253
A0A428KKJ2	tr|A0A428KKJ2|A0A428KKJ2_9BACT	no	3e-21	74.0	0.0	1	1	5e-21	73.3	251	256	186	180	0.7410	0.7031	unreviewed	A0A428KKJ2_9BACT	SAM-dependent chlorinase/fluorinase	EI291_16845	Hymenobacter rigui	334424	256
A0A6G7VGQ6	tr|A0A6G7VGQ6|A0A6G7VGQ6_9GAMM	no	3.4e-21	73.9	0.0	1	1	7e-21	72.8	251	244	187	176	0.7450	0.7213	unreviewed	A0A6G7VGQ6_9GAMM	SAM-dependent chlorinase/fluorinase	GWK36_03635	Caldichromatium japonicum	2699430	244
A0A7Y7B3E7	tr|A0A7Y7B3E7|A0A7Y7B3E7_STRMO	no	3.4e-21	73.8	0.0	2	2	1.1e-10	39.4	251	286	180	183	0.7171	0.6399	unreviewed	A0A7Y7B3E7_STRMO	Fluorinase (EC 2.5.1.63)	HG542_11160	Streptomyces morookaense (Streptoverticillium morookaense)	1970	286
A0A1G9FQX8	sp|A0A1G9FQX8|FLA_ACTMZ	no	3.6e-21	73.8	0.0	2	2	3.4e-10	37.8	251	299	184	190	0.7331	0.6355	reviewed	FLA_ACTMZ	Fluorinase (EC 2.5.1.63)	SAMN04487820_1174	Actinopolyspora mzabensis	995066	299
W8JNL4	sp|W8JNL4|FLA_NOCB7	no	4.2e-21	73.5	0.0	2	2	2.8e-10	38.1	251	300	184	193	0.7331	0.6433	reviewed	FLA_NOCB7	Fluorinase (EC 2.5.1.63) (Chlorinase) (EC 2.5.1.94)	flA2 nobA O3I_021605	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	1133849	300
A0A5B6TQP3	tr|A0A5B6TQP3|A0A5B6TQP3_9BACT	no	4.4e-21	73.5	0.0	1	1	6e-21	73.0	251	258	184	177	0.7331	0.6860	unreviewed	A0A5B6TQP3_9BACT	SAM-dependent chlorinase/fluorinase	FOA19_16125	Rufibacter hautae	2595005	258
A0A4R4E201	tr|A0A4R4E201|A0A4R4E201_9BACT	no	4.4e-21	73.5	0.0	1	1	7.9e-21	72.7	251	269	192	188	0.7649	0.6989	unreviewed	A0A4R4E201_9BACT	SAM-dependent chlorinase/fluorinase	E0486_13050	Flaviaesturariibacter aridisoli	2545761	269
A0ABS9KZL9	tr|A0ABS9KZL9|A0ABS9KZL9_9BACT	no	4.4e-21	73.5	0.1	1	1	7.1e-21	72.8	251	275	239	245	0.9522	0.8909	unreviewed	A0ABS9KZL9_9BACT	SAM-dependent chlorinase/fluorinase	LZZ85_25935	Terrimonas ginsenosidimutans	2908004	275
A0A5B7ZVJ7	tr|A0A5B7ZVJ7|A0A5B7ZVJ7_9BACT	no	4.8e-21	73.4	0.0	1	1	7.6e-21	72.7	251	258	237	238	0.9442	0.9225	unreviewed	A0A5B7ZVJ7_9BACT	SAM-dependent chlorinase/fluorinase	FHG12_02880	Hymenobacter jejuensis	2502781	258
A0ABY7LU48	tr|A0ABY7LU48|A0ABY7LU48_9BACT	no	5.1e-21	73.3	0.0	1	1	7.5e-21	72.7	251	258	185	179	0.7371	0.6938	unreviewed	A0ABY7LU48_9BACT	SAM-dependent chlorinase/fluorinase	O3303_01400	Hymenobacter canadensis	2999067	258
